activation_day,activation_month,activation_year,locality,latitude,longitude,type,lease_type,property_size,property_age,furnishing,facing,floor,total_floor,building_type,water_supply,negotiable,cup_board,balconies,parking,bathroom,gym,lift,swimming_pool,internet,ac,club,intercom,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,rent
14,6,2018,Sadananda Nagar,12.99625051,77.65729147,2.0,2,1200,5.0,0,1.0,0.0,1.0,2,1,1,0.0,1.0,3,2.0,1,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,1,0,0.0,12500.0
30,3,2018,Naidu Layout,12.9010236,77.57183648,2.0,4,988,8.0,1,0.0,0.0,4.0,1,2,1,2.0,2.0,3,2.0,0,1,0,0,0,0.0,0,1.0,0,0.0,1,0,0.0,1,0.0,0.0,0,0,0.0,13000.0
29,7,2018,Varthur,12.93951702,77.73066711,1.0,4,646,0.0,1,7.0,4.0,13.0,1,2,0,1.0,1.0,3,1.0,1,1,1,0,0,1.0,1,0.0,1,0.0,1,0,0.0,1,0.0,0.0,0,0,1.0,20000.0
9,5,2017,Ramanjaneyanagar,12.91276283,77.54622461,2.0,2,1200,4.0,1,7.0,1.0,3.0,3,2,1,4.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,1,0,0.0,9500.0
2,2,2018,Brookefield,12.95826952,77.7164835,2.0,2,1200,3.0,1,0.0,3.0,3.0,3,2,0,4.0,2.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,20000.0
1,5,2018,Bommanahalli,12.90976809,77.62153868,1.0,4,500,5.0,1,3.0,2.0,3.0,3,2,0,1.0,1.0,0,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,8500.0
26,3,2018,Kasavanahalli,12.90139411,77.67518713,3.0,3,1100,4.0,2,0.0,6.0,11.0,1,2,1,3.0,1.0,3,2.0,1,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,25000.0
1,5,2018,Indiranagar,12.9723643,77.6434537,2.0,4,800,25.0,1,4.0,1.0,2.0,3,2,0,2.0,1.0,2,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,32000.0
7,8,2018,Mahadevapura,12.98316928,77.69375505,2.0,4,900,5.0,1,7.0,0.0,3.0,2,2,1,2.0,0.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,18000.0
17,9,2017,Nagarbhavi,12.96300187,77.50745724,3.0,4,2000,15.0,1,0.0,0.0,1.0,2,1,1,3.0,2.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,20000.0
21,10,2017,Guttahalli,12.99955402,77.57970763,1.0,4,430,1.0,1,0.0,1.0,3.0,3,2,0,2.0,0.0,1,1.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,15000.0
5,2,2018,HSR Layout,12.91729131,77.64503528,1.0,2,400,2.0,1,1.0,0.0,3.0,3,2,1,1.0,0.0,3,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,15500.0
14,10,2017,JP Nagar,12.90048442,77.59691033,1.0,4,800,0.0,1,1.0,2.0,3.0,3,2,1,1.0,1.0,3,1.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,9200.0
21,11,2017,Adugodi,12.94185593,77.6071503,2.0,1,450,16.0,1,4.0,1.0,2.0,3,2,0,1.0,0.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,16500.0
1,11,2018,Bellandur,12.92054386,77.6741922,2.0,4,1250,10.0,1,7.0,9.0,9.0,1,3,1,2.0,3.0,3,2.0,1,1,1,1,0,0.0,1,0.0,1,0.0,1,1,0.0,1,0.0,0.0,1,1,0.0,32000.0
5,7,2018,HSR Layout,12.90822405,77.63791576,1.0,4,600,2.0,1,1.0,2.0,2.0,3,2,0,1.0,1.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,11000.0
17,5,2018,HSR Layout Sector 4,12.91241712,77.63998796,2.0,2,940,0.0,2,0.0,3.0,3.0,3,2,0,2.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,28000.0
10,10,2017,Balagere,12.93956173,77.72414491,2.0,2,1066,0.0,1,7.0,1.0,4.0,1,2,0,2.0,1.0,0,2.0,1,1,0,1,0,0.0,1,1.0,1,0.0,1,1,0.0,1,0.0,0.0,0,1,0.0,16000.0
29,7,2017,Nagarbhavi,12.96639368,77.50139951,3.0,4,1800,0.0,1,1.0,2.0,3.0,2,1,1,0.0,1.0,3,3.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,1,1.0,1,1.0,0.0,0,1,1.0,23000.0
22,6,2018,Uttarahalli Hobli,12.9072075,77.5405618,2.0,2,1075,4.0,1,0.0,0.0,4.0,1,2,0,2.0,1.0,2,2.0,1,1,0,0,0,1.0,1,1.0,0,0.0,1,0,0.0,0,1.0,1.0,0,1,0.0,18000.0
15,4,2018,"Silver Springs Layout,Marathahalli",12.9548283,77.7145355,2.0,2,1224,8.0,1,1.0,1.0,3.0,1,1,0,5.0,3.0,3,2.0,0,0,0,0,0,0.0,1,0.0,0,0.0,1,0,0.0,1,0.0,0.0,0,1,0.0,22000.0
20,3,2018,C V Raman Nagar,12.99091486,77.66541855,2.0,2,650,10.0,1,4.0,1.0,1.0,2,1,1,2.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,12500.0
27,9,2017,Sathya Sai Layout,12.97005586,77.75202176,2.0,2,800,10.0,1,0.0,0.0,1.0,3,1,0,0.0,0.0,3,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,15000.0
1,11,2018,Indira Nagar II Stage,12.98114107,77.63772345,4.0,3,2000,12.0,1,2.0,2.0,3.0,3,1,1,9.0,2.0,3,4.0,0,0,0,1,1,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,42000.0
30,7,2017,Marathahalli,12.95898709,77.70530352,2.0,2,1400,8.0,1,7.0,7.0,8.0,1,3,0,2.0,2.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,0,0.0,1,1.0,1.0,1,1,1.0,30000.0
6,3,2018,Chandra Layout,12.96202002,77.52479161,1.0,4,600,15.0,1,0.0,1.0,2.0,2,1,0,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,12000.0
31,7,2018,Shankarapura,12.9485495,77.5687779,1.0,4,860,10.0,2,0.0,2.0,3.0,1,2,1,2.0,2.0,3,1.0,0,1,0,0,1,0.0,1,1.0,1,0.0,1,0,0.0,1,0.0,0.0,0,1,0.0,25000.0
5,7,2018,Banashankari,12.92331586,77.55351646,3.0,2,1400,10.0,1,1.0,2.0,2.0,3,2,1,3.0,1.0,3,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,1.0,25000.0
20,7,2017,Whitefield,12.9672902,77.7388597,2.0,4,1230,2.0,1,0.0,1.0,5.0,1,3,1,2.0,2.0,1,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,1,0.0,1,1.0,0.0,0,1,1.0,20000.0
3,5,2018,Hoodi,12.9859892,77.71386065,3.0,4,1550,3.0,2,7.0,0.0,5.0,1,2,0,4.0,2.0,3,3.0,1,1,1,1,0,1.0,1,1.0,0,0.0,1,0,0.0,1,1.0,1.0,1,1,1.0,28000.0
4,6,2018,BTM Layout,12.91561423,77.61098627,2.0,4,700,10.0,1,4.0,0.0,2.0,3,1,1,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,15000.0
1,5,2018,Basavanagudi,12.93348615,77.57213741,2.0,2,1800,15.0,1,0.0,1.0,2.0,3,2,0,6.0,1.0,3,2.0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0,1,1.0,18000.0
4,7,2018,"RPC Layout, Hoshalli Extension, Vijaya Nagar, Bengaluru, Karnataka, India",12.96245008,77.54170809,2.0,2,1100,15.0,1,0.0,0.0,3.0,3,2,1,2.0,0.0,0,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,18000.0
13,1,2018,Marathahalli,12.94736962,77.70420404,2.0,4,800,2.0,1,0.0,1.0,1.0,3,3,0,2.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1.0,0,0,0.0,15000.0
6,1,2018,Hosakerehalli,12.92974008,77.53418477,2.0,2,1000,10.0,1,0.0,0.0,2.0,3,2,0,2.0,2.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,12500.0
7,11,2018,Uttarahalli,12.90785599,77.5447464,3.0,2,1265,3.0,1,7.0,1.0,5.0,1,2,1,3.0,2.0,3,2.0,1,1,1,1,0,1.0,1,1.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,1.0,20000.0
14,2,2018,Whitefield,12.94687333,77.71767063,2.0,2,1335,3.0,2,0.0,5.0,9.0,1,1,1,2.0,2.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,0,1.0,1,0.0,1.0,0,1,1.0,20000.0
19,7,2018,New Tippasandra,12.9751301,77.64721368,6.0,1,350,5.0,1,0.0,1.0,2.0,2,2,1,1.0,1.0,0,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,25000.0
26,7,2017,Varthur,12.93910503,77.7376709,2.0,2,1007,0.0,1,0.0,11.0,12.0,1,2,0,2.0,1.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,1.0,1,1,1.0,1,1.0,1.0,1,0,1.0,20000.0
15,9,2017,C V Raman Nagar,12.99034262,77.66585143,3.0,2,1200,5.0,1,4.0,3.0,4.0,1,2,1,3.0,2.0,3,2.0,0,1,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,21000.0
11,11,2017,Kumaraswamy Layout,12.90588098,77.55812654,2.0,2,700,6.0,1,1.0,0.0,3.0,3,1,1,2.0,0.0,1,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,8000.0
5,2,2018,Panathur,12.93321325,77.70518428,2.0,2,1000,3.0,1,1.0,3.0,4.0,3,2,1,2.0,1.0,3,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,1.0,0,1.0,1.0,1,0,1.0,16000.0
26,3,2018,"684-E, 47th Cross Road, 8th Block, 1st Phase, JP Nagar",12.9172785,77.5748213,3.0,2,1400,20.0,1,0.0,0.0,3.0,3,1,1,3.0,0.0,1,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,20000.0
4,12,2018,Rajaji Nagar,12.98173113,77.55310769,3.0,4,1600,12.0,1,0.0,1.0,1.0,3,1,1,3.0,1.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,1.0,25000.0
21,6,2018,"BTM Layout,",12.92118233,77.60581536,2.0,4,667,4.0,1,7.0,2.0,2.0,2,2,1,2.0,0.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,21000.0
13,7,2018,Banashankari,12.94198686,77.55081995,2.0,4,450,10.0,1,4.0,0.0,2.0,2,2,1,2.0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10000.0
7,4,2017,Indiranagar,12.97126411,77.63645995,2.0,4,800,20.0,1,0.0,0.0,3.0,3,2,1,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,20000.0
25,6,2018,Koramangala,12.9372584,77.6269033,2.0,2,900,10.0,1,0.0,0.0,2.0,3,1,0,2.0,0.0,0,1.0,0,0,0,0,0,0.0,0,1.0,1,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,22000.0
29,4,2018,"76, Service Road, Nisarga Layout, Doddanekundi, Doddanekkundi",12.97169742,77.70016193,1.0,4,749,1.0,1,1.0,1.0,4.0,1,3,0,0.0,1.0,3,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,0.0,17000.0
29,11,2017,BTM 2nd Stage,12.9054882,77.60611645,1.0,4,450,5.0,1,0.0,2.0,3.0,1,2,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,12000.0
4,4,2018,Rajaji Nagar,12.98591652,77.55392808,3.0,2,1100,0.0,1,0.0,3.0,3.0,3,2,1,3.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,1.0,1,1.0,0.0,0,0,0.0,21000.0
11,9,2017,Bommanahalli,12.90381102,77.6270258,1.0,2,425,2.0,1,0.0,3.0,4.0,3,1,0,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,8800.0
9,3,2017,Ejipura,12.94293424,77.6281735,2.0,4,1020,2.0,1,1.0,1.0,5.0,1,1,1,0.0,1.0,3,2.0,0,1,0,0,0,0.0,1,0.0,1,0.0,1,1,0.0,0,0.0,0.0,1,1,1.0,25000.0
5,7,2018,HSR Layout,12.90993763,77.64517584,2.0,4,600,9.0,1,0.0,2.0,3.0,3,1,1,2.0,1.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,0,0.0,17000.0
13,9,2017,"Mangammanapalya, Bengaluru, Karnataka, India",12.9027471,77.6349979,2.0,2,1310,7.0,1,0.0,2.0,5.0,1,3,0,2.0,2.0,3,2.0,0,1,0,0,0,0.0,0,1.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,16000.0
26,6,2018,Ejipura,12.9405378,77.62963987,2.0,4,900,10.0,1,0.0,0.0,3.0,2,2,1,1.0,0.0,1,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,14500.0
27,12,2017,"Sarjapur Main Road, Sector 2, PWD Quarters, Bengaluru, Karnataka, India",12.9098105,77.6797372,2.0,4,1379,3.0,1,0.0,4.0,5.0,1,3,1,1.0,2.0,2,2.0,1,1,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,0.0,25000.0
22,3,2018,Udayanagar,12.99023554,77.67557628,2.0,4,1200,20.0,1,0.0,0.0,1.0,2,1,1,4.0,0.0,3,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,15000.0
7,10,2018,Munnekollal,12.94705461,77.71251261,1.0,4,450,3.0,1,0.0,4.0,4.0,3,3,1,1.0,0.0,3,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,8000.0
13,6,2018,Uttarahalli Hobli,12.91468703,77.54008131,3.0,4,1400,5.0,1,0.0,1.0,1.0,3,2,1,3.0,4.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,1.0,0.0,0,0,1.0,15000.0
11,12,2017,Uttarahalli Hobli,12.91091831,77.55166003,2.0,4,1100,10.0,1,0.0,2.0,4.0,1,1,0,5.0,2.0,3,2.0,1,1,0,0,0,1.0,0,0.0,1,0.0,1,1,0.0,0,1.0,1.0,1,1,0.0,15000.0
5,8,2018,Subramanyapura,12.9020411,77.5474346,3.0,4,1650,7.0,1,7.0,2.0,5.0,1,1,0,3.0,1.0,1,2.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,16000.0
1,7,2018,Kadugodi,12.98475928,77.76348962,3.0,2,1740,4.0,1,1.0,1.0,4.0,1,3,0,3.0,2.0,3,3.0,0,0,1,0,0,1.0,1,1.0,0,0.0,1,0,0.0,0,1.0,1.0,1,1,1.0,23000.0
27,8,2017,Bhoganhalli,12.92905614,77.70401964,3.0,2,1240,0.0,1,1.0,2.0,4.0,1,3,1,3.0,1.0,3,2.0,0,1,0,0,0,0.0,0,1.0,1,0.0,1,0,0.0,1,1.0,1.0,0,1,1.0,22000.0
6,1,2018,Koramangala,12.9278944,77.63026895,2.0,4,1200,15.0,2,1.0,1.0,3.0,1,1,1,2.0,2.0,3,2.0,0,1,0,1,1,0.0,1,1.0,1,0.0,1,0,0.0,0,1.0,0.0,1,1,1.0,35000.0
28,3,2018,RR Nagar,12.91750311,77.51995276,2.0,2,900,13.0,1,0.0,0.0,3.0,3,2,1,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,12500.0
4,6,2018,"Thubarahalli,Whitefield",12.9525107,77.7206956,3.0,4,2300,2.0,1,0.0,7.0,12.0,1,2,1,6.0,2.0,3,3.0,0,1,1,0,0,1.0,1,1.0,1,1.0,1,0,1.0,1,0.0,1.0,1,1,1.0,35000.0
28,12,2017,Vijaya Nagar,12.97569033,77.53141837,3.0,4,1400,25.0,1,0.0,0.0,0.0,2,2,1,3.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,30000.0
24,10,2017,Mahadevapura,12.9802302,77.69344769,3.0,2,2188,11.0,1,7.0,0.0,2.0,3,2,1,3.0,4.0,2,3.0,1,0,1,0,0,1.0,1,1.0,1,0.0,1,0,0.0,1,1.0,1.0,1,1,1.0,42000.0
20,11,2017,Whitefield,12.97242531,77.75364848,1.0,4,400,1.0,1,0.0,1.0,1.0,3,3,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,9000.0
20,8,2017,Whitefield,12.9667725,77.738189,2.0,2,1196,5.0,1,1.0,2.0,5.0,1,3,1,2.0,2.0,3,2.0,1,1,0,1,0,0.0,1,1.0,0,0.0,1,0,0.0,0,1.0,1.0,0,1,0.0,18000.0
25,4,2018,J P Nagar Phase 5,12.9031385,77.5916957,2.0,4,1200,12.0,2,7.0,1.0,4.0,1,2,1,2.0,1.0,1,2.0,1,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,20000.0
18,12,2017,BTM Layout 1,12.9204064,77.604002,1.0,4,600,2.0,1,7.0,0.0,4.0,3,2,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1.0,0,0,0.0,9300.0
6,5,2018,Jagadenahalli,12.91337299,77.87158966,3.0,4,2800,0.0,1,7.0,0.0,1.0,2,2,0,3.0,0.0,3,5.0,1,0,1,1,0,0.0,1,1.0,1,0.0,1,1,0.0,1,0.0,0.0,1,1,0.0,20000.0
30,6,2018,Munnekollal,12.95196889,77.71509781,2.0,4,600,5.0,1,1.0,2.0,3.0,3,2,1,0.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,16000.0
5,5,2018,Rajaji Nagar,12.99441489,77.55306019,1.0,2,350,7.0,0,0.0,0.0,2.0,3,2,0,0.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,9500.0
14,10,2017,Mahadevapura,12.99000742,77.68899688,1.0,4,800,3.0,1,0.0,1.0,3.0,3,1,0,0.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,8000.0
7,9,2018,Wilson Garden,12.94693606,77.59828636,2.0,1,1000,10.0,1,1.0,0.0,3.0,2,1,1,2.0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0.0,1.0,0,0,1.0,15000.0
16,7,2018,Chikkalasandra,12.91182431,77.5422174,2.0,4,1200,3.0,2,0.0,0.0,5.0,1,3,0,2.0,2.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,0,0.0,1,1.0,0.0,1,1,1.0,20000.0
7,9,2018,"New Thippasandra Main Road, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka, India",12.9721615,77.6537553,2.0,2,1250,10.0,1,0.0,1.0,5.0,1,2,0,2.0,3.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,0.0,0.0,0,0,0.0,21000.0
5,12,2018,Byraveshwaranagar,12.96371837,77.52324211,2.0,4,900,1.0,1,1.0,0.0,2.0,3,2,0,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,16000.0
26,3,2018,"Yemalur, Bellandur, Bengaluru, Karnataka, India",12.9446164,77.6836756,2.0,4,810,4.0,1,1.0,3.0,3.0,2,3,1,1.0,1.0,0,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,14000.0
16,10,2017,HSR Layout,12.90671831,77.63084026,2.0,4,900,5.0,1,4.0,3.0,3.0,3,2,1,2.0,2.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,19000.0
1,10,2018,Pattegarhpalya,12.97702103,77.52595776,2.0,2,900,2.0,1,1.0,1.0,1.0,3,1,1,2.0,1.0,3,2.0,0,0,0,1,1,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,14000.0
7,10,2018,JP nagar 2nd phase,12.9151143,77.5859699,2.0,2,750,1.0,1,2.0,1.0,3.0,2,2,1,2.0,1.0,1,2.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,0.0,0.0,0,0,0.0,15500.0
17,10,2017,Basavanagara,12.96748629,77.68227701,1.0,2,600,3.0,1,0.0,1.0,2.0,3,2,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10000.0
2,9,2018,Ejipura,12.93880609,77.62951931,6.0,4,300,4.0,1,1.0,3.0,3.0,3,2,1,1.0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,8000.0
13,3,2018,Whitefield,12.981977,77.74415,2.0,1,1300,10.0,2,5.0,2.0,4.0,1,2,0,6.0,1.0,1,2.0,1,1,1,1,0,1.0,0,0.0,0,0.0,1,0,0.0,1,0.0,0.0,0,0,0.0,32000.0
10,7,2017,BTM 2nd Stage,12.90856188,77.60969878,2.0,4,670,7.0,1,1.0,2.0,2.0,3,2,0,2.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,12500.0
27,7,2018,Thyagaraja Nagar,12.93491711,77.56853657,2.0,2,800,10.0,1,0.0,0.0,3.0,3,2,1,2.0,0.0,2,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,16000.0
24,5,2018,"Maruthi Nagar,Attiguppe",12.9613464,77.5245041,2.0,2,1040,14.0,1,0.0,7.0,7.0,1,2,0,2.0,2.0,3,2.0,0,0,0,0,0,0.0,0,1.0,1,0.0,1,0,0.0,1,1.0,1.0,1,1,1.0,19000.0
29,11,2017,Jayanagar,12.94348671,77.58306842,6.0,1,120,0.0,1,0.0,0.0,3.0,3,1,0,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,10000.0
17,6,2018,"Green Glen Layout,Bellandur",12.9247965,77.6675087,3.0,4,1650,9.0,2,7.0,0.0,3.0,1,3,1,3.0,2.0,3,2.0,1,1,0,1,0,0.0,0,1.0,0,1.0,1,0,0.0,1,1.0,0.0,1,1,0.0,38000.0
19,2,2018,BTM Layout,12.91693939,77.60938384,2.0,4,800,5.0,1,7.0,0.0,1.0,3,2,1,2.0,0.0,1,2.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,20000.0
28,1,2018,Uttarahalli Hobli,12.90896836,77.55818217,2.0,2,1000,10.0,1,7.0,4.0,4.0,1,2,0,2.0,2.0,1,2.0,0,1,0,1,0,0.0,0,1.0,0,0.0,1,1,0.0,1,0.0,1.0,0,0,0.0,17000.0
6,7,2018,Indiranagar,12.9698773,77.6474076,1.0,4,800,10.0,1,0.0,3.0,3.0,3,2,0,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,1.0,15000.0
22,10,2017,Bellandur,12.9197727,77.6690476,2.0,4,1150,5.0,1,0.0,4.0,4.0,1,3,1,2.0,1.0,3,2.0,0,1,0,1,0,1.0,0,1.0,1,0.0,1,1,0.0,1,1.0,0.0,1,1,1.0,22000.0
26,4,2018,BTM Layout,12.90858803,77.61066169,1.0,4,800,10.0,0,0.0,0.0,2.0,3,1,0,0.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,8500.0
18,4,2018,Malleshwaram,12.995877,77.571268,2.0,2,1200,10.0,1,0.0,2.0,2.0,3,2,1,2.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,22000.0
24,2,2018,"Rasanna Colony,Vibhutipura",12.9679888,77.6845268,3.0,2,1600,12.0,1,0.0,3.0,3.0,1,3,1,3.0,1.0,3,3.0,1,1,1,0,0,1.0,1,1.0,1,0.0,1,0,0.0,1,0.0,0.0,1,1,0.0,31600.0
7,3,2018,Ittamadu,12.91953365,77.54205677,3.0,2,1300,10.0,1,1.0,0.0,1.0,2,2,0,3.0,1.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,16500.0
8,10,2017,Raja Rajeshwari Nagar,12.90790666,77.52453035,1.0,2,1000,2.0,1,7.0,0.0,3.0,3,3,1,2.0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,12000.0
19,12,2017,Bellandur,12.92621076,77.66808486,3.0,2,2135,8.0,1,1.0,0.0,10.0,1,1,1,3.0,2.0,3,3.0,1,1,1,1,0,1.0,1,1.0,1,1.0,1,1,1.0,1,1.0,1.0,1,1,1.0,43000.0
11,10,2017,Hanumantha Nagar,12.94298652,77.55927622,2.0,4,700,15.0,1,1.0,0.0,1.0,3,1,1,2.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,11000.0
